"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","113","","Payment Controller","","com.costa.luiz.domain.payment.PaymentControllerTest","transferFunds","Transfer funds",""
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","2","","In memory store","","com.costa.luiz.domain.payment.InMemoryStoreTest","findAll","findAll()",""
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","3","","Payment Service","","com.costa.luiz.domain.payment.PaymentServiceTest","prepareForPayment","Prepare for payment",""
"passed","Wed Apr 07 21:07:18 GMT 2021","Wed Apr 07 21:07:19 GMT 2021","1097","","Payment Service","","com.costa.luiz.domain.payment.PaymentServiceTest","debitAccountAndTransferFunds","Debit and transfer funds",""
"skipped","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","0","","In memory store","","com.costa.luiz.domain.payment.InMemoryStoreTest","save","save()",""
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","46","","com.costa.luiz.domain.payment.SimpleTest","","com.costa.luiz.domain.payment.SimpleTest","testOutput","testOutput()",""
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","4","","Payment Controller","","com.costa.luiz.domain.payment.PaymentControllerTest","requestPayment","Request payment",""
"skipped","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","0","","In memory store","","com.costa.luiz.domain.payment.InMemoryStoreTest","delete","delete()",""
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","1","","Feature - Payment methods","","com.costa.luiz.domain.payment.PaymentMethodTest","paymentMethod","paymentMethod()",""
"passed","Wed Apr 07 21:07:20 GMT 2021","Wed Apr 07 21:07:20 GMT 2021","12","","Payment Service","","com.costa.luiz.domain.payment.PaymentServiceTest","creditAccount","Credit account",""
